Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes,Is Common Movie
"Friday the 13th, Part VI: Jason Lives",1986,48,50.163,Tom McLoughlin,"Thom Mathews, Jennifer Cooke, Ron Palillo, David Kagen","Years ago, Tommy Jarvis (Thom Mathews) killed infamous hockey-masked murderer Jason Voorhees (C.J. Graham), and the intensity of the experience...",,,,,,,FALSE
The Prowler,1981,67,16.641,Joseph Zito,"Vicky Dawson, Christopher Goutman, Farley Granger, Lawrence Tierney","A crazed World War II veteran gets revenge on his ex-girlfriend and her boyfriend, then stalks teens 35 years later....",,Horror,5.9,45,89,11215,FALSE
Torso,1974,56,33.8,Sergio Martino,"Suzy Kendall, Tina Aumont, Luc Merenda","A hooded killer with a hacksaw stalks college coeds (Suzy Kendall, Tina Aumont)....",,Horror,6.5,,92,6624,FALSE
The Burning,1981,80,39.787,Tony Maylam,"Brian Matthews, Leah Ayres, Brian Backer, Lou David","At summer camp, some teenagers pull a prank on the camp's caretaker, Cropsy (Lou David). But the joke goes terribly...",,Horror,6.3,42,91,18579,FALSE
Happy Death Day,2017,71,81.928,Christopher Landon,"Jessica Rothe, Israel Broussard, Ruby Modine, Rachel Matthews",Tree Gelbman is a blissfully self-centered collegian who wakes up on her birthday in the bed of a student named...,125010260,Comedy,6.6,58,96,135934,FALSE
Child's Play,1988,71,72.918,Tom Holland,"Catherine Hicks, Chris Sarandon, Alex Vincent, Brad Dourif","Gunned down by Detective Mike Norris (Chris Sarandon), dying murderer Charles Lee Ray (Brad Dourif) uses black magic to put...",44196684,Drama,5.7,48,90,50809,FALSE
"Alice, Sweet Alice",1976,77,76.42,Alfred Sole,"Paula E. Sheppard, Brooke Shields, Linda Miller, Tom Signorelli","Favorite daughter Karen (Brooke Shields) is viciously strangled and set afire in church on the day of her First Communion,...",,Horror,6.4,67,107,11168,FALSE
Sleepaway Camp,1983,78,79.303,Robert Hiltzik,"Felissa Rose, Jonathan Tierston, Karen Fields, Christopher Collet",Bunks and the showers are a mad stabber's beat at a summer camp strictly for teens....,,Horror,6.2,58,84,31808,FALSE
Friday the 13th,1980,63,66.697,Sean S. Cunningham,"Betsy Palmer, Adrienne King, Harry Crosby, Laurie Bartram",Crystal Lake's history of murder doesn't deter counselors from setting up a summer camp in the woodsy area. Superstitious locals...,92670237,Horror,6.4,22,95,135749,FALSE
Stranger in the House,1974,71,72.852,Bob Clark,"Olivia Hussey, Margot Kidder, Keir Dullea, Andrea Martin","As winter break begins, a group of sorority sisters, including Jess (Olivia Hussey) and the often inebriated Barb (Margot Kidder),...",,,,,,,FALSE
Dressed to Kill,1980,80,84.192,Brian De Palma,"Michael Caine, Angie Dickinson, Nancy Allen, Keith Gordon","When Liz Blake (Nancy Allen), a prostitute, sees a mysterious woman brutally slay homemaker Kate Miller (Angie Dickinson), she finds...",31899000,Drama,7.1,74,104,40838,FALSE
Terror at the Opera,1987,91,90.094,Dario Argento,"Cristina Marsillach, Urbano Barberini, Daria Nicolodi, Ian Charleson",A hooded figure forces a young diva (Cristina Marsillach) to watch as he murders performers in a production of Verdi's...,,,,,,,FALSE
Twitch of the Death Nerve,1971,86,55.191,Mario Bava,"Claudine Auger, Luigi Pistilli, Claudio Volonte, Anna Maria Rosati","Following the murder of Countess Federica Donati (Isa Miranda), an heiress possessing a beautiful piece of beachfront property, members of...",,,,,,,FALSE
"3 1/2 Minutes, Ten Bullets",2015,100,103.015,Marc Silver,"Lucia McBath, Ron Davis, Michael Dunn, Russell Healey","Filmmaker Marc Silver uses the shooting death of black teenager Jordan Davis to examine Florida's ""Stand Your Ground"" self-defense law....",,,,,,,FALSE
12 Angry Men,1957,100,106.929,Sidney Lumet,"Henry Fonda, Lee J. Cobb, Ed Begley, E.G. Marshall","Following the closing arguments in a murder trial, the 12 members of the jury must deliberate, with a guilty verdict...",,Drama,9,96,96,763942,TRUE
76 Days,2020,100,104.838,Hao Wu,,"Health care workers and patients combat the COVID-19 outbreak during a lockdown in Wuhan, China....",,,,,,,FALSE
"Acasa, My Home",2020,100,101.341,Radu Ciorniciuc,,A rural Romanian couple and their nine children must learn to live in the big city....,,,,,,,FALSE
Afghan Star,2009,100,101.785,Havana Marking,,"Director Havana Marking dives into the booming, but still young and growing, world of pop culture in Afghanistan. Newly liberated...",112922,,,,,,FALSE
The Age of Shadows,2016,100,102.935,Kim Jee-woon,"Song Kang-ho, Gong Yoo, Han Ji-min, Uhm Tae-goo",Korean resistance fighters smuggle explosives to destroy facilities controlled by Japanese forces....,51948102,,,,,,FALSE
All In: The Fight for Democracy,2020,100,104.006,Lisa Cortes,Stacey Abrams,Filmmakers Liz Garbus and Lisa Cortes examine the history of voter suppression and the activists who fight for the rights...,,,,,,,FALSE
Anatomy of a Murder,1959,100,104.341,Otto Preminger,"James Stewart, Lee Remick, Ben Gazzara, Arthur O'Connell","Semi-retired Michigan lawyer Paul Biegler (James Stewart) takes the case of Army Lt. Manion (Ben Gazzara), who murdered a local...",,Drama,8,95,161,65508,TRUE
Azor,2021,100,101.631,Andreas Fontana,"Fabrizio Rongione, St¨¦phanie Cl¨¦au, Elli Medeiros, Alexandre Trocki","Argentina, the late 1970s. Private banker Yvan (Fabrizio Rongione) arrives from Geneva with his wife Ines (St¨¦phanie Cl¨¦au) to replace...",79749,Thriller,6.6,88,100,2062,FALSE
Balthazar,1966,100,103.938,Robert Bresson,"Anne Wiazemsky, Fran?ois Lafarge, Philippe Asselin, Nathalie Joyaut","This thoughtful and unique French film reveals the surprisingly deep connection between Marie (Anne Wiazemsky), a sensitive farm girl, and...",,Thriller,7.5,,52,1402,FALSE
Battleship Potemkin,1925,100,110.364,S. M. Eisenstein,"Aleksandr Antonov, Vladimir Barskiy, Grigoriy Aleksandrov, Mikhail Gomorov","When they are fed rancid meat, the sailors on the Potemkin revolt against their harsh conditions. Led by Vakulinchuk (Aleksandr...",,Thriller,8,97,66,57063,FALSE
Before Sunrise,1995,100,102.545,Richard Linklater,"Ethan Hawke, Julie Delpy, Erni Mangold, Hanno Poeschl","On his way to Vienna, American Jesse (Ethan Hawke) meets Celine (Julie Delpy), a student returning to Paris. After long...",5691852,Drama,8.1,77,101,298619,FALSE
Bright Lights: Starring Carrie Fisher and Debbie Reynolds,2016,100,103.577,Alexis Bloom,"Carrie Fisher, Debbie Reynolds","A portrait of Hollywood royalty Carrie Fisher and her mother, Debbie Reynolds....",,,,,,,FALSE
California Typewriter,2016,100,102.212,Doug Nichol,"Tom Hanks, John Mayer, David McCullough, Sam Shepard","A look at the people who remain loyal to the typewriter as a tool and muse, and a portrait of...",200379,,,,,,FALSE
Chained for Life,2018,100,102.441,Aaron Schimberg,"Jess Weixler, Adam Pearson, Stephen Plunkett, Charlie Korsmo",An actress bonds with a young man who has a severe facial deformity....,,,,,,,FALSE
Coded Bias,2020,100,101.98,Shalini Kantayya,,An exploration into the fallout of MIT Media Lab researcher Joy Buolamwini's discovery of racial bias in facial recognition algorithms....,,,,,,,FALSE
Cool Hand Luke,1967,100,104.352,Stuart Rosenberg,"Paul Newman, George Kennedy, J.D. Cannon, Lou Antonio","When petty criminal Luke Jackson (Paul Newman) is sentenced to two years in a Florida prison farm, he doesn't play...",16218162,Drama,8.1,92,127,174527,TRUE
Coup 53,2019,100,101.911,Taghi Amirani,Walter Murch,"The story of Operation Ajax, the CIA/MI6 staged coup in 1953 in Iran that overthrew Prime Minister Mossadegh....",,,,,,,FALSE
Dawson City: Frozen Time,2016,100,103.898,Bill Morrison,"Michael Gates, Kathy Jones-Gates","In 1978 Canada, a bulldozer digs up a long-lost collection of 533 nitrate film prints from the early 1900s....",132369,,,,,,FALSE
The Decline of Western Civilization,1981,100,100.832,Penelope Spheeris,"Alice Bag, Claude Bessey, Don Bolles, Exene Cervenka","Director Penelope Spheeris surveys the late-1970s Los Angeles punk scene: X, Black Flag, Fear, Germs, Catholic Discipline, Alice Bag Band....",,,,,,,FALSE
Deliver Us From Evil,2006,100,102.519,Amy Berg,"Nancy Sloan, Roger Mahony, John Manly","Filmmaker Amy Berg documents the case of convicted pedophile Oliver Grady who, as a priest in northern California, molested the...",201275,,,,,,FALSE
Everyday Sunshine: The Story of Fishbone,2010,100,101.299,Lev Anderson,"Norwood Fisher, Angelo Moore, Chris Dowd, Walter A. Kibby","With a blistering combination of punk and funk, Fishbone demolishes the walls of genres and challenges the racial stereotypes and...",,,,,,,FALSE
Fireworks Wednesday,2006,100,101.119,Asghar Farhadi,"Taraneh Alidoosti, Hedye Tehrani, Hamid Farokhnezhad, Pantea Bahram","Upon hearing of the engagement of her housekeeper, Roohi (Taraneh Alidoosti), housewife Mozhde (Hedye Tehrani) sends the betrothed to enjoy...",,,,,,,FALSE
Gett: The Trial of Viviane Amsalem,2014,100,102.665,Ronit Elkabetz,"Ronit Elkabetz, Menashe Noy, Simon Abkarian, Gabi Amrani","An Israeli woman (Ronit Elkabetz) fights for three years to obtain a divorce from her devout husband (Simon Abkarian), who...",1148619,,,,,,FALSE
The Gold Rush,1925,100,108.463,Charles Chaplin,"Charles Chaplin, Mack Swain, Tom Murray, Georgia Hale","In this classic silent comedy, the Little Tramp (Charles Chaplin) heads north to join in the Klondike gold rush. Trapped...",,Adventure,8.2,,95,109735,TRUE
The Grapes of Wrath,1940,100,105.084,John Ford,"Henry Fonda, Jane Darwell, John Carradine, Charley Grapewin","The Joad clan, introduced to the world in John Steinbeck's iconic novel, is looking for a better life in California....",,Drama,8.1,96,129,91642,TRUE
Grave of the Fireflies,1988,100,102.212,Isao Takahata,"J. Robert Spencer, Rhoda Chrosite, Amy Jones, Veronica Taylor",A teenager (J. Robert Spencer) is charged with the care of his younger sister (Rhoda Chrosite) after an Allied firebombing...,,Drama,8.5,94,89,266784,FALSE
Hannah Gadsby: Nanette,2018,100,102.185,Madeleine Parry,Hannah Gadsby,"Australian comic Hannah Gadsby reshapes standard stand-up by pairing punchlines with personal revelations on gender, sexuality and childhood turmoil....",,,,,,,FALSE
Henry V,1989,100,102.702,Kenneth Branagh,"Kenneth Branagh, Derek Jacobi, Brian Blessed, Ian Holm","In this gritty screen adaptation of Shakespeare's play about the heroic and ruthless king, Henry V of England (Kenneth Branagh)...",10176701,Drama,7,,137,6417,TRUE
Honeyland,2019,100,107.665,Ljubo Stefanov,,A woman utilizes ancient beekeeping traditions to cultivate honey in the mountains of North Macedonia. When a neighboring family tries...,1253169,,,,,,TRUE
Hive,2021,100,103.178,Blerta Basholli,"Yllka Gashi, ?un Laj?i, Aurita Agushi, Kumrije Hoxha","HIVE is a searing drama based on the true story of Fahrije (Yllka Gashi), who, like many of the other...",78255,,,,,,FALSE
Ilo Ilo,2013,100,101.157,Anthony Chen,"Koh Jia Ler, Angela Bayani, Yann Yann Yeo, Chen Tian Wen",A hardworking mother (Yann Yann Yeo) becomes jealous of her rambunctious son's (Koh Jia Ler) close bond with his nanny...,1328680,,,,,,FALSE
The Kid,1921,100,110.657,Charlie Chaplin,"Charlie Chaplin, Jack Coogan, Edna Purviance, Carl Miller",Chaplin's first full-length feature is a silent masterpiece about a little tramp who discovers a little orphan and brings him...,69688384,Comedy,8.3,,68,124521,FALSE
Kind Hearts and Coronets,1949,100,104.518,Robert Hamer,"Alec Guinness, Dennis Price, Valerie Hobson, Joan Greenwood","When his mother eloped with an Italian opera singer, Louis Mazzini (Dennis Price) was cut off from her aristocratic family....",90968,,,,,,FALSE
Last Train Home,2009,100,101.47,Lixin Fan,,"Annually, an estimated 130 million factories workers in China migrate from their city of employment back to the village they...",288328,,,,,,FALSE
Laura,1944,100,109.107,Otto Preminger,"Gene Tierney, Dana Andrews, Clifton Webb, Vincent Price","In one of the most celebrated 1940s film noirs, Manhattan detective Mark McPherson (Dana Andrews) investigates the murder of Madison...",,Drama,7.9,,88,46839,TRUE
Leave No Trace,2018,100,115.188,Debra Granik,"Ben Foster, Thomasin McKenzie, Jeff Kober, Dale Dickey","A father and daughter live a perfect but mysterious existence in Forest Park, a beautiful nature reserve near Portland, Ore.,...",7691967,Drama,7.1,88,109,57880,FALSE
M,1931,100,107.828,Fritz Lang,"Peter Lorre, Ellen Widmann, Inge Landgut, Otto Wernicke","In this classic German thriller, Hans Beckert (Peter Lorre), a serial killer who preys on children, becomes the focus of...",1972914,Thriller,8.3,,99,155253,FALSE
Maedchen in Uniform,1931,100,106.65,Leontine Sagan,"Hertha Thiele, Dorothea Wieck, Emilia Unda","After the death of her mother, teenage Manuela (Hertha Thiele) is sent off to a boarding school run by the...",,,,,,,FALSE
The Maltese Falcon,1941,100,108.248,John Huston,"Humphrey Bogart, Mary Astor, Peter Lorre, Gladys George","In this noir classic, detective Sam Spade (Humphrey Bogart) gets more than he bargained for when he takes a case...",,,,,,,TRUE
Man on Wire,2008,100,106.488,James Marsh,"Annie Allix, Jean Fran?ois Heckel","Using actual footage from the event seamlessly mingled with new re-enactments, filmmaker James Marsh masterfully recreates high-wire daredevil Philippe Petit's...",5617067,,,,,,TRUE
Mayor,2020,100,101.512,David Osit,Musa Hadid,"A look at the life of Musa Hadid, the charismatic mayor of Palestinian city Ramallah, who aspires to lead the...",,,,,,,FALSE
Mickey and the Bear,2019,100,101.976,Annabelle Attanasio,"Camila Morrone, James Badge Dale, Calvin Demba, Ben Rosenfield","A Montana teenager navigates a loving but volatile relationship with her single, veteran father. In a desperate search for independence...",57716,,,,,,FALSE
Midnight Traveler,2019,100,102.108,Hassan Fazili,"Hassan Fazili, Nargis Fazili, Zahra Fazili, Fatima Hossaini",Afghan director Hassan Fazili is forced to flee the country when the Taliban puts a bounty on his head....,50349,,,,,,FALSE
Minding the Gap,2018,100,107.059,Bing Liu,Bing Liu,"Three young men bond together to escape volatile families in their Rust Belt hometown. As they face adult responsibilities, unexpected...",90388,,,,,,TRUE
More Than Honey,2012,100,100.966,Markus Imhoof,John Hurt,"Beekeepers, scientists and others discuss the world's declining bee population and what it may mean for modern society....",8244071,,,,,,FALSE
